 Time,Division,Ensemble,Scenario,Percentile,tasmax,tasmin,pr
1950-06-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   20.00,    8.10,    1.70      
1950-06-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   20.20,    8.70,    2.00      
1950-06-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.90,    9.30,    2.50      
1950-06-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.77,    7.97,    1.63      
1950-06-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.70,    6.60,    0.10      
1950-06-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.20,    7.00,    0.20      
1950-06-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   21.70,    7.20,    0.30      
1950-06-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.10,    7.40,    0.60      
1950-06-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.40,    7.90,    1.00      
1950-06-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.66,    7.21,    0.41      
1950-06-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.40,    9.00,    6.40      
1950-06-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   18.00,    9.20,    8.30      
1950-06-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.20,    9.30,    9.30      
1950-06-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   18.70,    9.40,    9.70      
1950-06-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   18.90,    9.90,   11.10      
1950-06-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.25,    9.35,    9.00      
1950-06-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   13.60,    5.60,    5.70      
1950-06-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   13.90,    6.10,    7.80      
1950-06-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   14.60,    6.20,    8.80      
1950-06-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   15.10,    6.30,    9.90      
1950-06-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   16.30,    6.70,   11.90      
1950-06-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   14.58,    6.19,    8.82      
1950-06-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   13.30,    3.80,    2.70      
1950-06-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   13.60,    5.10,    4.00      
1950-06-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   13.80,    5.70,    4.50      
1950-06-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   14.10,    6.40,    5.00      
1950-06-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   15.20,    7.60,    5.70      
1950-06-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   13.88,    5.76,    4.44      
1950-06-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   10.60,    4.50,    2.20      
1950-06-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   11.30,    4.90,    2.70      
1950-06-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   12.00,    5.10,    2.80      
1950-06-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   12.40,    5.20,    2.90      
1950-06-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   12.90,    5.30,    3.20      
1950-06-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   11.92,    5.03,    2.77      
1950-06-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   11.90,    5.20,    0.00      
1950-06-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   12.20,    5.30,    0.10      
1950-06-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   12.50,    5.50,    0.20      
1950-06-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   12.80,    5.70,    0.30      
1950-06-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   13.50,    5.90,    0.60      
1950-06-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   12.54,    5.49,    0.25      
1950-06-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   19.00,    1.80,    0.00      
1950-06-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   20.40,    3.80,    0.00      
1950-06-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   21.40,    5.10,    0.20      
1950-06-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   21.80,    5.80,    0.30      
1950-06-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.60,    6.90,    0.80      
1950-06-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.12,    4.83,    0.19      
1950-06-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.80,    8.40,    0.90      
1950-06-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.70,    9.50,    1.30      
1950-06-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.70,    9.90,    1.60      
1950-06-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.40,   10.20,    1.70      
1950-06-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.40,   10.90,    3.50      
1950-06-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.60,    9.82,    1.60      
1950-06-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.30,    8.90,    0.00      
1950-06-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   23.20,    9.30,    0.10      
1950-06-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   23.50,   10.10,    0.20      
1950-06-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.80,   10.50,    0.20      
1950-06-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.70,   11.40,    0.40      
1950-06-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   23.53,    9.98,    0.17      
1950-06-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.10,    7.30,    0.00      
1950-06-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   22.90,    7.90,    0.00      
1950-06-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   23.20,    8.30,    0.00      
1950-06-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.60,    8.50,    0.00      
1950-06-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.60,   10.30,    0.00      
1950-06-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   23.19,    8.30,    0.00      
1950-06-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   23.40,    7.90,    0.00      
1950-06-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   23.80,    8.10,    0.00      
1950-06-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   24.10,    8.20,    0.00      
1950-06-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   24.50,    8.40,    0.00      
1950-06-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   25.70,    8.90,    0.10      
1950-06-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   24.17,    8.23,    0.00      
1950-06-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   25.90,   10.00,    0.00      
1950-06-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   26.00,   10.30,    0.00      
1950-06-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   26.10,   10.50,    0.00      
1950-06-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   26.20,   10.80,    0.00      
1950-06-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   26.70,   11.50,    0.00      
1950-06-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   26.12,   10.56,    0.00      
1950-06-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.20,   11.90,    0.00      
1950-06-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   23.50,   13.40,    0.10      
1950-06-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   24.10,   13.80,    0.40      
1950-06-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   24.30,   14.00,    0.60      
1950-06-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   25.10,   14.90,    0.70      
1950-06-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   23.86,   13.65,    0.37      
1950-07-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.30,   10.60,    0.20      
1950-07-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.80,   12.30,    0.50      
1950-07-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.90,   12.90,    0.60      
1950-07-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.70,   13.40,    0.70      
1950-07-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   25.10,   14.20,    0.90      
1950-07-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.77,   12.78,    0.58      
1950-07-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   31.50,   12.10,    0.00      
1950-07-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   32.00,   13.70,    0.00      
1950-07-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   32.30,   14.60,    0.00      
1950-07-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   32.70,   15.20,    0.10      
1950-07-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   33.30,   16.50,    0.70      
1950-07-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   32.32,   14.45,    0.05      
1950-07-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   28.80,   13.80,    8.00      
1950-07-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   29.30,   14.20,    8.50      
1950-07-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   29.60,   14.60,    9.10      
1950-07-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   29.70,   15.00,    9.80      
1950-07-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   29.90,   15.30,   10.50      
1950-07-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   29.50,   14.61,    9.17      
1950-07-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.20,    6.70,    2.40      
1950-07-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   20.60,    7.00,    2.90      
1950-07-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   20.60,    7.10,    3.20      
1950-07-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   20.80,    7.40,    3.40      
1950-07-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   21.20,    8.20,    3.50      
1950-07-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   20.68,    7.21,    3.11      
1950-07-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   26.20,   10.60,    0.00      
1950-07-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   27.10,   11.20,    0.00      
1950-07-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   27.50,   11.80,    0.00      
1950-07-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   27.80,   12.40,    0.00      
1950-07-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   28.20,   13.20,    0.00      
1950-07-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   27.38,   11.80,    0.00      
1950-07-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   23.90,   12.60,    0.20      
1950-07-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   24.50,   13.40,    0.60      
1950-07-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   25.10,   13.70,    1.00      
1950-07-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   25.70,   13.90,    1.60      
1950-07-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   26.40,   14.60,    3.60      
1950-07-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   25.11,   13.65,    1.19      
1950-07-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.70,   12.60,    8.50      
1950-07-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.40,   13.10,    9.90      
1950-07-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.00,   13.40,   10.20      
1950-07-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.70,   13.70,   10.50      
1950-07-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   23.30,   14.30,   11.50      
1950-07-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.03,   13.40,   10.21      
1950-07-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   18.70,   10.00,    7.70      
1950-07-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   19.40,   10.80,   11.20      
1950-07-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   20.00,   11.40,   11.90      
1950-07-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   20.40,   11.90,   12.60      
1950-07-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   21.10,   13.20,   15.60      
1950-07-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.97,   11.42,   12.03      
1950-07-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.60,   10.50,    3.40      
1950-07-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   18.10,   11.10,    3.80      
1950-07-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.30,   11.40,    4.20      
1950-07-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   18.50,   11.60,    4.60      
1950-07-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   19.00,   12.50,    5.40      
1950-07-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.29,   11.35,    4.26      
1950-07-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.20,   10.80,    1.10      
1950-07-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.70,   11.20,    1.90      
1950-07-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   21.90,   11.40,    2.40      
1950-07-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.20,   11.60,    2.80      
1950-07-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.80,   12.20,    3.60      
1950-07-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.90,   11.37,    2.36      
1950-07-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   19.20,   11.20,    0.80      
1950-07-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   20.10,   12.10,    1.90      
1950-07-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   20.60,   12.70,    3.50      
1950-07-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   21.00,   13.20,    4.70      
1950-07-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.00,   13.70,    7.60      
1950-07-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   20.57,   12.65,    3.45      
1950-07-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.90,    9.70,    0.00      
1950-07-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   23.40,   10.10,    0.80      
1950-07-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   23.80,   10.60,    1.60      
1950-07-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   24.50,   11.00,    2.60      
1950-07-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   25.60,   11.60,    4.90      
1950-07-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   23.96,   10.59,    1.77      
1950-07-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   29.30,   12.60,    0.20      
1950-07-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   29.90,   13.00,    0.30      
1950-07-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   30.10,   13.30,    0.40      
1950-07-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   30.30,   13.50,    0.40      
1950-07-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   30.60,   14.50,    0.60      
1950-07-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   30.07,   13.33,    0.37      
1950-07-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   27.00,    9.20,    5.00      
1950-07-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   27.50,   10.70,    5.90      
1950-07-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   27.80,   12.00,    6.00      
1950-07-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   28.10,   13.00,    6.20      
1950-07-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   28.70,   14.50,    7.50      
1950-07-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   27.84,   11.82,    6.06      
1950-07-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   19.10,    5.50,    5.00      
1950-07-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   19.40,    5.80,    5.90      
1950-07-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   19.70,    5.80,    6.60      
1950-07-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   19.90,    6.00,    7.30      
1950-07-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.70,    6.30,    8.80      
1950-07-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.71,    5.89,    6.64      
1950-07-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   25.30,    8.50,    0.00      
1950-07-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   26.10,    9.30,    0.00      
1950-07-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   26.40,    9.80,    0.00      
1950-07-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   26.70,   10.10,    0.00      
1950-07-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   27.00,   10.80,    0.00      
1950-07-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   26.36,    9.69,    0.00      
1950-07-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   27.40,   12.50,    0.00      
1950-07-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   28.00,   13.20,    0.00      
1950-07-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   28.20,   13.60,    0.00      
1950-07-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   28.40,   13.70,    0.00      
1950-07-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   29.00,   14.20,    0.00      
1950-07-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   28.19,   13.47,    0.00      
1950-07-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   25.00,   12.60,    1.30      
1950-07-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   25.50,   13.30,    1.70      
1950-07-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   26.00,   13.70,    1.90      
1950-07-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   26.80,   13.90,    2.10      
1950-07-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   28.10,   14.50,    2.20      
1950-07-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   26.19,   13.62,    1.85      
1950-07-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   26.70,   12.00,    0.50      
1950-07-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   28.10,   13.70,    0.80      
1950-07-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   28.40,   14.30,    0.90      
1950-07-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   28.60,   14.90,    1.10      
1950-07-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   28.90,   15.60,    1.50      
1950-07-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   28.24,   14.22,    0.93      
1950-07-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   25.90,   13.20,    1.00      
1950-07-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   26.30,   14.30,    1.60      
1950-07-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   26.40,   14.60,    2.50      
1950-07-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   26.50,   15.10,    3.20      
1950-07-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   26.70,   15.90,    4.50      
1950-07-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   26.35,   14.63,    2.48      
1950-07-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   23.80,   12.70,    2.20      
1950-07-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   24.20,   13.00,    4.30      
1950-07-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   24.30,   13.10,    5.40      
1950-07-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   24.40,   13.30,    6.70      
1950-07-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.70,   14.10,   10.20      
1950-07-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   24.30,   13.18,    5.53      
1950-07-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   15.60,    9.40,    2.30      
1950-07-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   15.80,    9.80,    4.30      
1950-07-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   16.30,   10.00,    4.80      
1950-07-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   17.00,   10.10,    5.80      
1950-07-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   17.80,   10.30,    8.20      
1950-07-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   16.44,    9.93,    5.01      
1950-07-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.10,    7.10,    0.00      
1950-07-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.70,    7.70,    0.00      
1950-07-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.30,    8.10,    0.00      
1950-07-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.70,    8.30,    0.20      
1950-07-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   23.10,    8.50,    0.80      
1950-07-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   22.22,    7.97,    0.12      
1950-07-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   23.40,    8.60,    0.00      
1950-07-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   24.20,    9.40,    0.00      
1950-07-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   24.50,    9.70,    0.00      
1950-07-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   24.80,    9.90,    0.00      
1950-07-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   25.10,   10.20,    0.10      
1950-07-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   24.43,    9.57,    0.00      
1950-07-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   21.50,    7.90,    5.00      
1950-07-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   21.80,    8.30,    6.60      
1950-07-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   22.00,    8.70,    8.10      
1950-07-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   22.10,    8.80,    9.30      
1950-07-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   22.50,    9.40,   10.50      
1950-07-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   21.97,    8.59,    7.98      
1950-07-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.50,    7.90,    4.10      
1950-07-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   17.90,    9.10,    4.90      
1950-07-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.00,    9.60,    5.30      
1950-07-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   18.20,   10.00,    5.70      
1950-07-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   18.50,   10.50,    6.20      
1950-07-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.01,    9.52,    5.26      
1950-07-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   17.90,    8.40,    0.00      
1950-07-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   18.90,    9.10,    0.50      
1950-07-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   19.30,    9.50,    0.80      
1950-07-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   19.80,   10.00,    1.20      
1950-07-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.50,   10.30,    2.40      
1950-07-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   19.32,    9.51,    0.91      
1950-07-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   20.00,    6.40,    0.00      
1950-07-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   20.30,    6.70,    0.00      
1950-07-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   20.50,    6.80,    0.00      
1950-07-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   21.00,    6.90,    0.00      
1950-07-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   21.50,    7.20,    0.10      
1950-07-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   20.65,    6.79,    0.01      
1950-07-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   22.20,    9.30,    0.90      
1950-07-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   22.90,    9.70,    1.20      
1950-07-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   23.20,   10.00,    1.30      
1950-07-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   23.40,   10.40,    1.40      
1950-07-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   24.20,   10.80,    2.00      
1950-07-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   23.15,   10.05,    1.30      
1950-07-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   24.20,   15.50,    0.50      
