 Time,Division,Ensemble,Scenario,Percentile,tasmax,tasmin,pr
1950-03-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -1.60,   -9.70,    0.20      
1950-03-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -1.10,   -9.30,    0.30      
1950-03-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -0.90,   -9.10,    0.30      
1950-03-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -0.60,   -9.00,    0.30      
1950-03-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.10,   -8.70,    0.40      
1950-03-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -0.86,   -9.17,    0.29      
1950-03-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    1.60,   -7.80,    0.30      
1950-03-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.00,   -6.90,    0.40      
1950-03-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    2.30,   -6.50,    0.40      
1950-03-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    2.70,   -6.10,    0.50      
1950-03-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    3.10,   -4.60,    0.70      
1950-03-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    2.33,   -6.46,    0.41      
1950-03-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    2.20,   -7.10,    0.10      
1950-03-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.80,   -6.40,    0.20      
1950-03-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    3.20,   -5.70,    0.20      
1950-03-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    3.70,   -5.10,    0.20      
1950-03-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    4.40,   -4.30,    0.30      
1950-03-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    3.24,   -5.72,    0.22      
1950-03-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    2.00,   -5.40,    0.40      
1950-03-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.70,   -3.90,    0.50      
1950-03-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    2.90,   -3.10,    0.50      
1950-03-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    3.10,   -2.40,    0.50      
1950-03-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    3.50,   -1.80,    0.60      
1950-03-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    2.84,   -3.24,    0.50      
1950-03-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -0.90,  -14.80,    1.90      
1950-03-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -0.40,  -13.40,    2.00      
1950-03-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -0.10,  -12.70,    2.10      
1950-03-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    0.00,  -11.90,    2.10      
1950-03-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    0.30,  -10.50,    2.30      
1950-03-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -0.17,  -12.74,    2.09      
1950-03-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.90,  -20.60,    0.40      
1950-03-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.30,  -19.50,    0.50      
1950-03-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -7.80,  -18.90,    0.70      
1950-03-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -7.40,  -18.40,    0.80      
1950-03-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -6.60,  -17.70,    0.90      
1950-03-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.82,  -18.96,    0.62      
1950-03-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,  -10.50,  -24.70,    0.00      
1950-03-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -9.80,  -23.70,    0.00      
1950-03-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -9.10,  -23.00,    0.00      
1950-03-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -8.50,  -22.50,    0.10      
1950-03-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -7.40,  -21.90,    0.10      
1950-03-31 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -9.10,  -23.12,    0.04      
1950-04-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.20,  -15.40,    0.20      
1950-04-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -7.40,  -14.10,    0.20      
1950-04-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -7.20,  -13.60,    0.20      
1950-04-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -6.90,  -13.30,    0.30      
1950-04-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -5.80,  -12.20,    0.30      
1950-04-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.18,  -13.72,    0.24      
1950-04-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.30,  -13.50,    0.70      
1950-04-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -7.80,  -13.10,    0.90      
1950-04-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -7.30,  -12.80,    0.90      
1950-04-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -7.30,  -12.40,    0.90      
1950-04-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -6.40,  -12.20,    1.00      
1950-04-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.49,  -12.79,    0.89      
1950-04-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.80,  -18.80,    0.20      
1950-04-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.30,  -18.30,    0.30      
1950-04-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -8.00,  -18.20,    0.40      
1950-04-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -7.90,  -17.80,    0.40      
1950-04-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -7.40,  -16.70,    0.50      
1950-04-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -8.08,  -18.05,    0.37      
1950-04-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -5.40,  -22.00,    0.20      
1950-04-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -5.20,  -21.60,    0.20      
1950-04-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -5.00,  -21.40,    0.20      
1950-04-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -4.80,  -21.10,    0.20      
1950-04-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -4.30,  -20.90,    0.30      
1950-04-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -5.00,  -21.36,    0.21      
1950-04-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -2.80,  -19.80,    0.00      
1950-04-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.50,  -19.40,    0.10      
1950-04-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -2.30,  -19.20,    0.10      
1950-04-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -2.20,  -18.70,    0.20      
1950-04-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -2.00,  -17.30,    0.40      
1950-04-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -2.37,  -19.02,    0.16      
1950-04-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.50,  -11.00,    2.10      
1950-04-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    0.90,  -10.30,    2.30      
1950-04-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.00,  -10.00,    2.40      
1950-04-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.20,   -9.80,    2.50      
1950-04-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.80,   -9.30,    2.70      
1950-04-06 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.05,  -10.09,    2.42      
1950-04-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -1.10,  -10.40,    2.80      
1950-04-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -0.80,  -10.00,    3.00      
1950-04-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -0.60,   -9.50,    3.10      
1950-04-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -0.30,   -8.90,    3.30      
1950-04-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    0.30,   -8.00,    3.90      
1950-04-07 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -0.56,   -9.42,    3.16      
1950-04-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -5.10,  -12.70,    1.00      
1950-04-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -4.70,  -12.00,    1.20      
1950-04-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -4.50,  -11.80,    1.30      
1950-04-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -4.40,  -11.50,    1.50      
1950-04-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -3.30,  -10.10,    1.90      
1950-04-08 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -4.53,  -11.70,    1.32      
1950-04-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    1.70,  -13.60,    2.30      
1950-04-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    1.90,  -13.30,    2.60      
1950-04-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    2.00,  -13.10,    2.60      
1950-04-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    2.10,  -12.90,    2.70      
1950-04-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    2.50,  -11.50,    3.00      
1950-04-09 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.98,  -13.09,    2.63      
1950-04-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    2.00,   -8.60,    0.70      
1950-04-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.70,   -7.50,    0.90      
1950-04-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    3.20,   -6.30,    1.00      
1950-04-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    3.50,   -5.20,    1.20      
1950-04-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    4.30,   -3.10,    1.60      
1950-04-10 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    3.09,   -6.31,    1.05      
1950-04-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -3.30,  -16.90,    0.20      
1950-04-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -2.60,  -16.70,    0.20      
1950-04-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -1.90,  -16.50,    0.30      
1950-04-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -1.30,  -16.30,    0.40      
1950-04-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.40,  -15.80,    0.40      
1950-04-11 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -1.95,  -16.49,    0.28      
1950-04-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.50,  -17.90,    0.00      
1950-04-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    1.10,  -17.40,    0.10      
1950-04-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.50,  -17.30,    0.10      
1950-04-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.70,  -17.10,    0.20      
1950-04-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    2.50,  -15.90,    0.20      
1950-04-12 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.41,  -17.25,    0.13      
1950-04-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -2.00,  -14.10,    0.90      
1950-04-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -1.10,  -13.40,    1.10      
1950-04-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -1.00,  -13.10,    1.10      
1950-04-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -0.90,  -12.60,    1.20      
1950-04-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -0.60,  -10.60,    1.40      
1950-04-13 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -1.03,  -12.91,    1.13      
1950-04-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -6.60,  -17.00,    0.10      
1950-04-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -6.00,  -15.70,    0.20      
1950-04-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -5.70,  -15.20,    0.20      
1950-04-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -5.20,  -14.60,    0.30      
1950-04-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -4.00,  -12.40,    0.30      
1950-04-14 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -5.60,  -15.15,    0.21      
1950-04-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -8.50,  -17.30,    0.30      
1950-04-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -8.10,  -16.70,    0.40      
1950-04-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -7.90,  -16.10,    0.40      
1950-04-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -7.70,  -15.60,    0.50      
1950-04-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -7.30,  -14.90,    0.70      
1950-04-15 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -7.89,  -16.12,    0.45      
1950-04-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -6.00,  -16.70,    0.10      
1950-04-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   -5.60,  -15.90,    0.10      
1950-04-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   -5.50,  -15.50,    0.20      
1950-04-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   -5.30,  -15.00,    0.20      
1950-04-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   -4.80,  -14.30,    0.30      
1950-04-16 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   -5.48,  -15.50,    0.15      
1950-04-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.00,  -16.60,    0.00      
1950-04-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    0.30,  -15.90,    0.00      
1950-04-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    0.50,  -15.40,    0.00      
1950-04-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    0.60,  -15.10,    0.10      
1950-04-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.00,  -14.60,    0.10      
1950-04-17 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    0.47,  -15.51,    0.05      
1950-04-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   -0.60,   -5.70,    1.20      
1950-04-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    0.30,   -5.50,    1.30      
1950-04-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    0.90,   -5.40,    1.40      
1950-04-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.60,   -5.30,    1.50      
1950-04-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    3.60,   -4.50,    1.60      
1950-04-18 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    0.97,   -5.36,    1.39      
1950-04-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.60,  -14.50,    0.00      
1950-04-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    1.00,  -13.00,    0.00      
1950-04-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.10,  -12.20,    0.10      
1950-04-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.30,  -11.80,    0.20      
1950-04-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.80,  -10.70,    0.30      
1950-04-19 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.14,  -12.39,    0.09      
1950-04-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    6.60,   -9.10,    0.00      
1950-04-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    6.90,   -8.50,    0.00      
1950-04-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    7.20,   -8.30,    0.00      
1950-04-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    7.50,   -8.00,    0.00      
1950-04-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    7.90,   -7.70,    0.10      
1950-04-20 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    7.17,   -8.29,    0.01      
1950-04-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    7.90,   -0.80,    2.80      
1950-04-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    8.20,   -0.10,    2.90      
1950-04-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    8.50,    0.10,    3.10      
1950-04-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    9.00,    0.20,    3.30      
1950-04-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    9.50,    1.00,    3.80      
1950-04-21 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    8.59,    0.05,    3.15      
1950-04-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    4.20,  -13.10,    0.30      
1950-04-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    5.30,  -12.60,    0.40      
1950-04-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    5.90,  -12.30,    0.50      
1950-04-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    6.30,  -12.20,    0.60      
1950-04-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    6.90,  -11.90,    0.70      
1950-04-22 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    5.75,  -12.38,    0.47      
1950-04-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.40,  -13.10,    0.00      
1950-04-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    0.90,  -12.50,    0.00      
1950-04-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.30,  -12.00,    0.00      
1950-04-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.50,  -11.40,    0.00      
1950-04-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    2.10,  -10.10,    0.10      
1950-04-23 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.22,  -11.90,    0.01      
1950-04-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    1.70,   -6.00,    0.90      
1950-04-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.00,   -5.50,    1.00      
1950-04-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    2.10,   -5.30,    1.10      
1950-04-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    2.20,   -5.10,    1.10      
1950-04-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    4.30,   -4.30,    1.80      
1950-04-24 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    2.16,   -5.28,    1.10      
1950-04-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    3.50,   -3.00,    0.10      
1950-04-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    3.70,   -2.70,    0.20      
1950-04-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    4.20,   -2.50,    0.20      
1950-04-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    5.00,   -2.10,    0.20      
1950-04-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    5.50,   -1.70,    0.20      
1950-04-25 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    4.36,   -2.39,    0.20      
1950-04-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    0.30,   -9.50,    0.00      
1950-04-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    0.60,   -8.70,    0.00      
1950-04-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    1.10,   -8.30,    0.00      
1950-04-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    1.40,   -7.80,    0.00      
1950-04-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    1.90,   -7.00,    0.10      
1950-04-26 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    1.04,   -8.26,    0.02      
1950-04-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    1.90,  -12.90,    1.20      
1950-04-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    2.50,  -12.40,    1.50      
1950-04-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    2.60,  -12.10,    1.60      
1950-04-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    2.90,  -11.70,    1.80      
1950-04-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    4.30,  -10.50,    1.90      
1950-04-27 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    2.68,  -12.02,    1.62      
1950-04-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   14.90,    0.70,    0.20      
1950-04-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   17.50,    2.90,    0.40      
1950-04-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   18.30,    4.00,    0.50      
1950-04-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   19.30,    4.50,    0.70      
1950-04-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   20.50,    4.90,    1.10      
1950-04-28 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   18.26,    3.64,    0.56      
1950-04-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   10.00,   -0.70,    3.30      
1950-04-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   10.50,    0.50,    3.70      
1950-04-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   11.40,    1.30,    4.00      
1950-04-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   12.30,    1.90,    4.20      
1950-04-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   13.60,    3.00,    5.20      
1950-04-29 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   11.44,    1.16,    4.01      
1950-04-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    8.00,   -6.50,    0.00      
1950-04-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    8.30,   -5.60,    0.00      
1950-04-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    8.60,   -4.30,    0.00      
1950-04-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    8.90,   -3.70,    0.00      
1950-04-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   10.10,   -2.80,    0.00      
1950-04-30 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    8.58,   -4.67,    0.00      
1950-05-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    8.90,   -4.00,    2.70      
1950-05-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   10.10,   -3.70,    3.50      
1950-05-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   10.80,   -3.50,    4.50      
1950-05-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   11.50,   -3.30,    5.40      
1950-05-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   12.10,   -1.80,    6.30      
1950-05-01 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   10.68,   -3.38,    4.48      
1950-05-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   13.00,    1.70,    5.70      
1950-05-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   13.60,    2.30,    6.20      
1950-05-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   13.80,    2.80,    6.50      
1950-05-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   14.60,    3.20,    6.80      
1950-05-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   15.60,    4.20,    7.30      
1950-05-02 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   14.05,    2.80,    6.50      
1950-05-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,   12.50,    1.70,    0.00      
1950-05-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,   13.00,    2.50,    0.20      
1950-05-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,   13.60,    2.90,    0.30      
1950-05-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,   14.70,    3.70,    0.30      
1950-05-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,   15.90,    4.70,    0.50      
1950-05-03 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,   13.83,    3.09,    0.25      
1950-05-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    6.40,   -6.80,    2.40      
1950-05-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    7.40,   -6.10,    2.80      
1950-05-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    7.80,   -5.90,    3.10      
1950-05-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    8.10,   -5.60,    3.30      
1950-05-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    9.40,   -5.10,    3.60      
1950-05-04 12:00:00,0101,ACCESS1-0_r1i1p1,historical,MEAN,    7.72,   -5.90,    3.04      
1950-05-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P000,    5.60,  -10.90,    0.00      
1950-05-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P025,    5.80,  -10.50,    0.00      
1950-05-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P050,    5.90,  -10.30,    0.00      
1950-05-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P075,    6.10,  -10.10,    0.00      
1950-05-05 12:00:00,0101,ACCESS1-0_r1i1p1,historical,P100,    6.50,   -9.70,    0.00      
